pi1,pi2,pi3,pi4,pi5,Cd_true
0.18509644760651067,0.006994717401516212,1.713208463960051,2.213480762171238e-06,1.0,224.99551636451687
0.22964534487342203,0.006362834581441175,1.7228118122488356,2.2567212668533567e-06,1.1000000238418595,121.84663742478648
0.1660574987350782,0.006718264594381373,1.7104939308219775,2.2013175159861163e-06,10.0,281.07036837178657
0.09190290024800223,0.015152264504024881,2.5308992518535347,1.0332008689864932e-05,1.0,98.28483054915851
0.0781543486766757,0.015176306092018296,2.5046438272007654,1.0051175078195915e-05,1.0,154.7100840720164
0.17463059686832633,0.015507932873469694,1.9312454946434325,4.815986337873499e-06,0.0,70.00354560291478
0.15868913572200502,0.014128963113690217,1.9296358080587088,4.803739337723039e-06,0.0,107.65683132459246
0.20716267174587724,0.01611815223522738,2.1228882924456407,3.01671881636487e-06,2.0367236137390123,147.86510753678132
0.19050622055471475,0.016375420303209914,2.1159195492338774,2.9832848321405057e-06,2.5305736064910893,204.1801750302126
0.1651673009327786,0.016588326039741395,2.108017769899175,2.9456008742040344e-06,3.65461254119873,302.11127566617233
0.2620457554286845,0.007298236943155122,1.1670019780991505,2.1191584122389347e-06,1.8799999952316286,135.4684118949349
0.24644590841823447,0.008430086362589502,1.1676495016149113,2.0810904672044773e-06,2.3600773811340323,182.13161218697235
0.2219637650801099,0.009893519484840121,1.1684687138618446,2.0237854995570436e-06,3.2261126041412376,260.2612995193644
0.2348199670584351,0.013218181679371098,1.7114874160154037,2.2057660749980984e-06,1.7159263074398046,124.01088285531776
0.21856066371947033,0.015582416470459926,1.6916064256351264,2.117412380861739e-06,2.102161979675293,166.78391182493414
0.18938190615137895,0.017311223522197078,1.6785544540175648,2.0601742096422455e-06,2.9674057960510276,240.9043483936895
0.2322294568125686,0.009417322891570391,1.7199646050508228,2.243867176576973e-06,1.721318483352661,125.16702260906747
0.21193610483414516,0.012417004877217279,1.7136519438141504,2.215470388388818e-06,2.160000085830689,168.64427415129606
0.18174654880025382,0.013342471527176946,1.7052715172186546,2.1779906477392076e-06,2.88191032409668,243.30468106929175
0.2333290945947105,0.00715404498280282,1.7185170265891758,2.237342915771685e-06,1.7302703857421886,123.75275455115619
0.21368086612839596,0.013096942122512795,1.7096951020606983,2.197743119777666e-06,2.1301491260528578,166.62997156125792
0.18128546872856063,0.014060735424302579,1.7030813337039443,2.1682366624088375e-06,2.9164824485778804,245.1898757553153
0.23170023979915616,0.0068147419743491144,1.720948732117934,2.2483068972796937e-06,1.7263087034225477,125.69339974976057
0.2105546065664448,0.012130814575635048,1.7125596041350328,2.2105709786369718e-06,2.155776500701901,172.0494195322905
0.18121465186779637,0.014138071702590007,1.7036126186689649,2.170601172627607e-06,2.8818974494934086,244.30966296640807
0.2126567650582988,0.008829109271367187,1.746849995514419,2.6657121744395665e-06,1.4249165058135993,99.00190281708315
0.19679767151013805,0.009953092059294628,1.740714759389011,2.6331605673791017e-06,1.7881408929824818,134.67045103274677
0.17500174378840097,0.010465335253760873,1.7315961365655588,2.585081985484829e-06,2.300628423690799,188.72946541721703
0.21187247842337162,0.013628732536427506,1.7791292117944173,2.6923446817508085e-06,1.61864709854126,114.65598060167233
0.19518414699452508,0.014879965176917897,1.7646422352262563,2.6197204210567368e-06,2.0064928531646715,156.00008497128823
0.1710846857509534,0.016833367482173792,1.7487726683884426,2.5411142068523483e-06,2.741122007369998,221.87259350609426
0.15629495405659902,0.007206217042201385,1.9385294554745651,4.764691314741565e-06,1.1657948493957504,80.9630685435353
0.14572812155533157,0.007613875838439966,1.9339641218205845,4.7285678321643965e-06,1.4475101232528693,108.10487457345754
0.13030701428147323,0.007489587895553093,1.9233517463789684,4.645083454208351e-06,1.8836654424667396,152.7491286990885
0.1970435471663623,0.015919399595120395,1.790407727675253,3.2155163099104365e-06,1.2395138740539609,88.640252194613
0.18838020219025048,0.018145517546122106,1.7688599812621888,3.0846776122358796e-06,1.5537790060043322,117.32775993833513
0.16902018113412673,0.019388756672510447,1.7608546526497748,3.0366724273449386e-06,2.0000452995300297,165.18163559157867
0.09973134440014468,0.019000783431960776,2.465679144951967,9.64095486246252e-06,1.2366015911102297,92.15880084534903
0.08867017294494008,0.019787671717034785,2.44242914845295,9.399917662723206e-06,1.7080054283142092,133.65314210556335
0.3696409393178811,0.016055187175046073,1.619603992884652,1.0812414307345602e-06,1.6371064329147351,107.75919429608699
0.35612052072476863,0.016497671706238663,1.6098919343834779,1.0533507232771022e-06,2.1433272361755384,150.87464485470107
0.3349848737046153,0.018190373514954998,1.598960807473889,1.022381594002589e-06,2.73890233039856,210.32591007769875
0.40332922323082465,0.011755031281207596,1.3671389220985009,8.798923519299103e-07,1.3999999761581408,90.17905044334226
0.384808436706744,0.013203510817218928,1.3593172978312775,8.549829639078868e-07,1.7333325147628786,123.1492495448702
0.35638735925065174,0.015035971176110718,1.352683744886676,8.340468355735627e-07,2.200000047683719,171.79389995232998
0.37013370876893087,0.011673532128797922,1.38853787037353,1.043499776704727e-06,1.1286192488670352,69.93181144139581
0.3581998942548155,0.012898010002362657,1.379531853563629,1.0102099732202501e-06,1.3872487807273859,95.34843063292226
0.3383340228013862,0.014385515932508003,1.3704911257392594,9.771731343045872e-07,1.8886106348037717,132.9872343453121
0.3679372423521594,0.013856857754816836,1.4040015575262876,1.0840179223632428e-06,1.310424582958222,84.77461788739204
0.3556801764014793,0.015286199444965705,1.391353095160464,1.0399086277433922e-06,1.6635822212696079,112.20736620352649
0.3332815719449435,0.01745136974856248,1.3805224342001627,1.0026798276895625e-06,2.108149042129516,157.4969476557868
0.27268646156836385,0.009597364199699851,1.5382583475738594,2.078999485234041e-06,0.95920068025589,57.69452559044546
0.26492214923355306,0.00906801553535355,1.531824577576662,2.0438308993488816e-06,1.157049417495729,75.53736280992493
0.24855212597975693,0.010118582959283058,1.5293057551810403,2.0301317048233004e-06,1.5547320842742909,108.35679009372238
0.36081324075220894,0.025571021485761715,1.387209775852792,1.16496904394838e-06,0.9697083234786988,60.86932663195735
0.38393044584946817,0.03592030004859481,1.331388335462438,9.484468650182965e-07,1.1053067445755003,75.51071174069203
0.3703075573330633,0.03786692312278088,1.321527201183814,9.119400278833047e-07,1.4112783074378996,104.27137305197375
0.178509247339143,0.01738325114757833,1.917398855440421,4.71109057914509e-06,1.0716983079910294,68.58373480389504
0.1752602899655983,0.016467265203352652,1.9176086287812748,4.712672061941885e-06,1.1136360168457011,75.75562840444532
0.16846930891989872,0.01737300710595996,1.9018087594925126,4.594216952894747e-06,1.3600000143051094,97.96692343848716
0.1978107893157373,0.012481501123782652,1.785911809187179,2.7266299377391992e-06,1.1499999761581405,81.7217206967811
0.19979380017884657,0.013386184170335784,1.7836152298625816,2.7150007595961275e-06,1.4038277077674877,109.05914926611848
0.2010260033885653,0.013043680195938741,1.7834164608094702,2.7139952274435923e-06,2.1076468610763546,163.5317499990873
0.20277635648280193,0.012841717815092357,1.7784271747979827,2.688806286457869e-06,2.719843406677246,215.40447910554218
0.21155116519490086,0.01549882434245885,1.7642264358581439,2.617648185619578e-06,3.186066389083862,250.99560344334319
0.3152331150156867,0.015319065925329799,1.4809764546337245,1.367004535892621e-06,0.9772000145912171,62.01173202090142
0.3165570963671839,0.014667154244737949,1.4798154183502354,1.3625519048099879e-06,1.2401910769939426,84.04782012455601
0.31841358476264786,0.014672922506030483,1.4784880325367764,1.3574681879536528e-06,1.7948918128013602,128.8804413793323
0.32041949529507846,0.01504659450316185,1.4761510006563168,1.3485354822619348e-06,2.2986857700347914,170.89596583933837
0.3251185935827678,0.015554281809848927,1.4669064033473738,1.3134234625167102e-06,2.8798314332962036,216.1986669926427
0.45816438019522426,0.015342740221819471,1.2633474408111605,6.32303723096115e-07,1.0883842897415212,68.6496602958242
0.4640406219861451,0.015249244816585768,1.258866149038394,6.193341109920934e-07,1.340244336128234,86.76896725500978
0.46990817769559917,0.01645820946352961,1.252923105844524,6.022718501503915e-07,2.0495533943176283,142.2247630612067
0.4747560161551812,0.017665339107947094,1.2483298219838095,5.891926322998523e-07,2.291008024215698,160.75909342077028
0.1604851179657729,0.013904562792885915,1.781226422957045,2.7029265458536005e-06,1.2070410537719722,91.78195017395109
0.16212513628964323,0.013460863193793613,1.7774032083961153,2.683648781288664e-06,1.6693999576568614,135.6742911682571
0.16439335212520875,0.014164183318925964,1.7707432687566211,2.650204675439462e-06,2.1594820022583003,181.4336377958222
0.16642729501146367,0.01575574400735058,1.7632669787947177,2.6128691018029437e-06,3.210000038146972,272.01109113320246
0.17175297563041023,0.017207569995933654,1.7434613447366236,2.515027882940773e-06,4.226064682006838,359.2581173426118
0.17346323635688526,0.016437047724628548,1.7478118802080997,2.5363870798489458e-06,4.721285820007322,393.5507264008767
0.275865065948291,0.015569625333579595,1.4764169731318122,1.349550947030315e-06,0.9514484804868698,67.29124347844864
0.2780103844989723,0.01522011991390144,1.475316708650757,1.3453521239651946e-06,1.3361898708343505,101.75360619326968
0.2820774088419152,0.016309171379258698,1.4696258764884178,1.3237153283341323e-06,1.8269209861755382,136.47631270325036
0.290052954487483,0.017971357930176783,1.4555656175136593,1.270837189128421e-06,2.6377457761764522,205.57561099835493
0.295883971226139,0.019589510247340545,1.4451679270825293,1.2322653606879442e-06,3.435548672676086,271.3771909967176
0.3009925357013167,0.020051155032578906,1.4410617139891788,1.2171576242397118e-06,4.147958507537841,333.51886112889895
0.42494722537901064,0.016602031486342303,1.2567238645844312,6.131655504731021e-07,1.1931684708595278,78.12014186041125
0.43167355458091244,0.017311374179902275,1.2498679103247035,5.935617940844423e-07,1.5890244030952443,107.03927524060555
0.4496294078317225,0.0214491869212196,1.2311543637767761,5.411228719450763e-07,2.2261896133422883,163.43301762551917
0.4608807547629934,0.023885766298812353,1.2187112864599732,5.071262689150696e-07,2.863331079483031,218.87790445091466
0.47079358371882496,0.0249047784568871,1.2143909778170119,4.954859585180412e-07,2.990243701934814,224.74308012301077
0.18646023441267318,0.013523175673923235,1.7803676735947227,2.698591478762992e-06,0.9700000000000002,65.73543131635724
0.187421087308804,0.01354882247179377,1.7823382945178956,2.7085437072854787e-06,1.2684400010108938,97.02314579060898
0.19021427267962573,0.013453447305359151,1.7776649403799873,2.684966678583106e-06,1.5844018316268906,127.86371377759194
0.19403528709540835,0.014201081792701528,1.7709592690202927,2.6512866223409484e-06,2.377690315246581,188.8158283507113
0.19731539552894625,0.01613476941009879,1.7583538397364236,2.588453475733078e-06,3.099999904632569,250.43012739821683
0.20216574649143182,0.015555396548358863,1.7586034826547496,2.5896917699254484e-06,3.7599999904632573,297.28130093946737
0.3043219609775622,0.015372649819354156,1.4788938152881894,1.3590215054203458e-06,1.097647862434387,73.57969598394877
0.306379987998793,0.015379544872543931,1.4768092383374178,1.3510491264902775e-06,1.345422434806823,99.21183665688517
0.31257025675976413,0.0167003694913977,1.466562266011778,1.3121232722038478e-06,2.073364193439486,150.53198258648808
0.31245744537939285,0.01639343672591007,1.466860503568332,1.3132500193185484e-06,2.6329282331466675,201.3436367137796
0.321673880316146,0.018190788698684995,1.4560750501822768,1.272738645387481e-06,3.2011106777191163,241.80563231350567
0.4457686958700632,0.01604432571626882,1.2618445525600082,6.279441587777329e-07,1.0073999929428121,58.50125684604596
0.44972796973134055,0.015713287491091826,1.261031656037506,6.255903007119295e-07,1.197580814361571,78.86536741277494
0.4654492746854932,0.017951750098497136,1.2465607178868892,5.841803105088779e-07,1.739213585853578,118.63267866480459
0.4687661374472208,0.019339270943540054,1.2412499020391647,5.692175280340875e-07,2.261236190795899,163.6046112624924
0.4789310781229785,0.02063925931651522,1.2306850153351712,5.398278712029117e-07,2.5777270650863646,184.87104410689548
0.1729113112547634,0.01355449157302734,1.7822331630188177,2.7080123763684337e-06,1.0860000038146973,78.48220914871546
0.17635982916863915,0.014081896816186526,1.7775252045136973,2.684263034010031e-06,1.3584681320190433,113.39934721172594
0.17825411278635298,0.013912168364251676,1.773063047300323,2.661834065433908e-06,1.843361566066741,152.11148028676433
0.18124923160482628,0.015431068862015328,1.7644323740103307,2.6186744424362968e-06,2.775000095367431,226.25171737272868
0.18469566773058194,0.016830624994942478,1.7510056083499996,2.552114471396263e-06,3.5918068218231203,301.1475774212673
0.19205306587606885,0.016675696091568253,1.7472133567827857,2.5334441577680176e-06,4.313363008499145,352.8931784604187
0.28940436980937,0.015475989245334526,1.478870265787706,1.3589313402958557e-06,0.9079999923706054,56.765002204859094
0.29190495627061924,0.014985882919127122,1.4783457556451653,1.3569237209329085e-06,1.1978471851348877,85.19576543728196
0.2933136089699673,0.015075238172746724,1.476310454430137,1.3491442305242247e-06,1.4863273406028739,116.38542266532737
0.30267935836499105,0.017093097339526894,1.4610011197577628,1.291181195931587e-06,2.333717775344849,175.12622838285398
0.3100267782846608,0.01942385965614553,1.4469608912221423,1.2388842992448074e-06,3.0305484676361063,231.5753490443934
0.31082977421264874,0.018627316803050294,1.4493296395184845,1.2476494861025419e-06,3.7122164821624755,288.32791355072334
0.43573462070268393,0.01611013514832693,1.2603472931089523,6.236109086486061e-07,1.032436711788177,67.03058825905846
0.4427310798596205,0.01684080009065459,1.2540118166391583,6.053857211749174e-07,1.3419543504714984,91.56973331440373
0.45778563832895713,0.019571788493610236,1.2385877239795033,5.617646014972417e-07,1.964358925819398,141.54642415338557
0.4699394763031982,0.022212639861534992,1.2257265974731137,5.262074515561394e-07,2.5759630203247084,188.752499776894
0.48169770274881946,0.024217769516887623,1.2182678226087382,5.059275457084349e-07,2.767285971641541,202.1944576303469
